,Finish,Start,Car #,Make
7478,10,7,18.0,Toyota
7479,11,12,48.0,Chevrolet
7480,12,23,27.0,Chevrolet
7481,13,10,2.0,Ford
7482,14,11,3.0,Chevrolet
7483,15,21,5.0,Chevrolet
7484,16,29,13.0,Chevrolet
7485,17,27,38.0,Ford
7486,18,16,95.0,Chevrolet
7487,19,9,14.0,Ford
7488,20,28,6.0,Ford
7489,21,17,22.0,Ford
7490,22,30,32.0,Ford
7491,23,31,34.0,Ford
7492,24,35,72.0,Chevrolet
7493,25,37,15.0,Chevrolet
7494,26,38,33.0,Chevrolet
7495,27,34,23.0,Toyota
7496,28,33,55.0,Toyota
7497,29,24,17.0,Ford
7498,30,36,51.0,Chevrolet
7499,31,32,83.0,Toyota
7500,32,26,47.0,Chevrolet
7501,33,18,31.0,Chevrolet
7502,34,8,1.0,Chevrolet
7503,35,6,77.0,Toyota
7504,36,5,19.0,Toyota
7505,37,3,20.0,Toyota
7506,38,22,10.0,Ford
7507,39,13,42.0,Chevrolet
7508,40,39,0.0,Chevrolet
7510,1,14,18.0,Toyota
7511,2,2,78.0,Toyota
7512,3,5,14.0,Ford
7513,4,7,2.0,Ford
7514,5,13,4.0,Ford
7515,6,34,6.0,Ford
7516,7,6,11.0,Toyota
7517,8,4,21.0,Ford
7518,9,17,20.0,Toyota
7519,10,22,17.0,Ford
7520,11,21,88.0,Chevrolet
7521,12,24,48.0,Chevrolet
7522,13,25,3.0,Chevrolet
7523,14,18,31.0,Chevrolet
7524,15,15,19.0,Toyota
7525,16,12,5.0,Chevrolet
7526,17,23,10.0,Ford
7527,18,10,43.0,Ford
7528,19,20,95.0,Chevrolet
7529,20,19,27.0,Chevrolet
7530,21,29,37.0,Chevrolet
7531,22,11,41.0,Ford
7532,23,33,34.0,Ford
7533,24,1,22.0,Ford
7534,25,30,72.0,Chevrolet
7535,26,8,77.0,Toyota
7536,27,3,24.0,Chevrolet
7537,28,31,38.0,Ford
7538,29,16,1.0,Chevrolet
7539,30,26,13.0,Chevrolet
7540,31,35,83.0,Toyota
7541,32,32,15.0,Chevrolet
7542,33,36,23.0,Toyota
7543,34,40,7.0,Chevrolet
7544,35,38,51.0,Chevrolet
7545,36,39,66.0,Chevrolet
7546,37,9,42.0,Chevrolet
7547,38,37,33.0,Chevrolet
7548,39,28,32.0,Ford
7549,40,27,47.0,Chevrolet
7551,1,3,4.0,Ford
7552,2,7,78.0,Toyota
7553,3,2,11.0,Toyota
7554,4,35,20.0,Toyota
7555,5,10,2.0,Ford
7556,6,8,21.0,Ford
7557,7,36,22.0,Ford
7558,8,34,24.0,Chevrolet
7559,9,1,41.0,Ford
7560,10,4,77.0,Toyota
7561,11,19,5.0,Chevrolet
7562,12,12,17.0,Ford
7563,13,15,3.0,Chevrolet
7564,14,6,19.0,Toyota
7565,15,18,43.0,Ford
7566,16,16,47.0,Chevrolet
7567,17,14,10.0,Ford
7568,18,13,1.0,Chevrolet
7569,19,5,18.0,Toyota
7570,20,25,31.0,Chevrolet
7571,21,23,95.0,Chevrolet
7572,22,26,37.0,Chevrolet
7573,23,21,27.0,Chevrolet
7574,24,27,13.0,Chevrolet
7575,25,28,32.0,Ford
7576,26,22,34.0,Ford
7577,27,9,48.0,Chevrolet
7578,28,37,6.0,Ford
7579,29,29,72.0,Chevrolet
7580,30,24,38.0,Ford
7581,31,38,15.0,Chevrolet
7582,32,30,7.0,Chevrolet
7583,33,32,33.0,Chevrolet
7584,34,31,51.0,Chevrolet
7585,35,17,88.0,Chevrolet
7586,36,20,14.0,Ford
7587,37,11,42.0,Chevrolet
7588,38,33,66.0,Chevrolet
7589,39,39,23.0,Toyota
7590,40,40,83.0,Toyota
7592,1,7,20.0,Toyota
7593,2,4,24.0,Chevrolet
7594,3,5,78.0,Toyota
7595,4,11,77.0,Toyota
7596,5,6,4.0,Ford
7597,6,13,1.0,Chevrolet
7598,7,8,18.0,Toyota
7599,8,27,17.0,Ford
7600,9,22,43.0,Ford
7601,10,14,88.0,Chevrolet
7602,11,29,13.0,Chevrolet
7603,12,9,22.0,Ford
7604,13,20,14.0,Ford
7605,14,21,3.0,Chevrolet
7606,15,19,27.0,Chevrolet
7607,16,16,2.0,Ford
7608,17,1,21.0,Ford
7609,18,10,19.0,Toyota
7610,19,17,5.0,Chevrolet
7611,20,18,31.0,Chevrolet
7612,21,15,41.0,Ford
7613,22,28,95.0,Chevrolet
7614,23,23,47.0,Chevrolet
7615,24,32,34.0,Ford
7616,25,24,10.0,Ford
7617,26,37,15.0,Chevrolet
7618,27,30,32.0,Ford
7619,28,36,66.0,Toyota
7620,29,38,33.0,Chevrolet
7621,30,35,7.0,Chevrolet
7622,31,33,23.0,Toyota
7623,32,40,0.0,Chevrolet
7624,33,26,38.0,Ford
7625,34,39,51.0,Chevrolet
7626,35,2,11.0,Toyota
7627,36,34,72.0,Chevrolet
7628,37,31,37.0,Chevrolet
7629,38,25,6.0,Ford
7630,39,12,48.0,Chevrolet
7631,40,3,42.0,Chevrolet
7633,1,2,78.0,Toyota
7634,2,3,18.0,Toyota
7635,3,7,42.0,Chevrolet
7636,4,9,4.0,Ford
7637,5,18,24.0,Chevrolet
7638,6,19,22.0,Ford
7639,7,5,2.0,Ford
7640,8,4,20.0,Toyota
7641,9,1,11.0,Toyota
7642,10,21,31.0,Chevrolet
7643,11,17,3.0,Chevrolet
7644,12,16,14.0,Ford
7645,13,13,1.0,Chevrolet
7646,14,26,47.0,Chevrolet
7647,15,6,17.0,Ford
7648,16,15,27.0,Chevrolet
7649,17,30,38.0,Ford
7650,18,20,43.0,Ford
7651,19,12,6.0,Ford
7652,20,29,37.0,Chevrolet
7653,21,14,77.0,Toyota
7654,22,8,41.0,Ford
7655,23,28,34.0,Ford
7656,24,23,95.0,Chevrolet
7657,25,24,88.0,Chevrolet
7658,26,32,13.0,Chevrolet
7659,27,22,48.0,Chevrolet
7660,28,33,72.0,Chevrolet
7661,29,11,21.0,Ford
7662,30,31,32.0,Ford
7663,31,34,23.0,Toyota
7664,32,36,33.0,Chevrolet
7665,33,27,5.0,Chevrolet
7666,34,10,19.0,Toyota
7667,35,37,15.0,Chevrolet
7668,36,38,66.0,Chevrolet
7669,37,25,10.0,Ford
7670,38,39,51.0,Chevrolet
7671,39,35,83.0,Toyota
7673,1,14,3.0,Chevrolet
7674,2,7,43.0,Chevrolet
7675,3,2,11.0,Toyota
7676,4,5,22.0,Ford
7677,5,21,37.0,Chevrolet
7678,6,16,21.0,Ford
7679,7,3,12.0,Ford
7680,8,13,31.0,Chevrolet
7681,9,22,34.0,Ford
7682,10,20,47.0,Chevrolet
7683,11,37,10.0,Ford
7684,12,29,51.0,Chevrolet
7685,13,18,6.0,Ford
7686,14,39,92.0,Ford
7687,15,10,14.0,Ford
7688,16,19,1.0,Chevrolet
7689,17,1,88.0,Chevrolet
7690,18,24,78.0,Toyota
7691,19,38,42.0,Chevrolet
7692,20,34,23.0,Toyota
7693,21,27,0.0,Chevrolet
7694,22,40,66.0,Ford
7695,23,33,24.0,Chevrolet
7696,24,30,96.0,Toyota
7697,25,12,18.0,Toyota
7698,26,11,41.0,Ford
7699,27,36,32.0,Ford
7700,28,25,62.0,Chevrolet
7701,29,9,17.0,Ford
7702,30,15,38.0,Ford
7703,31,6,4.0,Ford
7704,32,31,2.0,Ford
7705,33,4,9.0,Chevrolet
7706,34,26,95.0,Chevrolet
7707,35,28,7.0,Chevrolet
7708,36,8,20.0,Toyota
7709,37,17,19.0,Toyota
7710,38,35,48.0,Chevrolet
7711,39,23,13.0,Chevrolet
7712,40,32,72.0,Chevrolet
7714,1,3,4.0,Ford
7715,2,5,2.0,Ford
7716,3,9,14.0,Ford
7717,4,12,11.0,Toyota
7718,5,35,78.0,Toyota
7719,6,16,22.0,Ford
7720,7,1,18.0,Toyota
7721,8,7,41.0,Ford
7722,9,8,42.0,Chevrolet
7723,10,27,9.0,Chevrolet
7724,11,10,20.0,Toyota
7725,12,26,12.0,Ford
7726,13,11,10.0,Ford
7727,14,25,3.0,Chevrolet
7728,15,4,19.0,Toyota
7729,16,6,17.0,Ford
7730,17,15,21.0,Ford
7731,18,23,24.0,Chevrolet
7732,19,13,1.0,Chevrolet
7733,20,18,88.0,Chevrolet
7734,21,14,95.0,Chevrolet
7735,22,2,31.0,Chevrolet
7736,23,29,38.0,Ford
7737,24,17,34.0,Ford
7738,25,24,37.0,Chevrolet
7739,26,28,13.0,Chevrolet
7740,27,22,48.0,Chevrolet
7741,28,32,72.0,Chevrolet
7742,29,21,47.0,Chevrolet
7743,30,34,15.0,Chevrolet
7744,31,30,32.0,Ford
7745,32,19,43.0,Chevrolet
7746,33,36,51.0,Chevrolet
7747,34,33,0.0,Chevrolet
7748,35,20,6.0,Ford
7749,36,31,23.0,Toyota
7751,1,2,4.0,Ford
7752,2,13,18.0,Toyota
7753,3,5,42.0,Chevrolet
7754,4,4,78.0,Toyota
7755,5,1,12.0,Ford
7756,6,8,2.0,Ford
7757,7,10,22.0,Ford
7758,8,9,20.0,Toyota
7759,9,12,21.0,Ford
7760,10,29,10.0,Ford
7761,11,25,31.0,Chevrolet
7762,12,14,48.0,Chevrolet
7763,13,16,3.0,Chevrolet
7764,14,7,17.0,Ford
7765,15,28,37.0,Chevrolet
7766,16,20,88.0,Chevrolet
7767,17,19,11.0,Toyota
7768,18,11,14.0,Ford
7769,19,21,95.0,Chevrolet
7770,20,24,6.0,Ford
7771,21,26,43.0,Chevrolet
7772,22,32,32.0,Ford
7773,23,23,38.0,Ford
7774,24,31,13.0,Chevrolet
7775,25,30,51.0,Ford
7776,26,18,19.0,Toyota
7777,27,17,24.0,Chevrolet
7778,28,34,72.0,Chevrolet
7779,29,33,15.0,Chevrolet
7780,30,27,47.0,Chevrolet
7781,31,36,0.0,Chevrolet
7782,32,37,55.0,Chevrolet
7783,33,35,23.0,Toyota
7784,34,6,9.0,Chevrolet
7785,35,3,41.0,Ford
7786,36,22,1.0,Chevrolet
7787,37,15,34.0,Ford
7789,1,10,4.0,Ford
7790,2,7,18.0,Toyota
7791,3,3,9.0,Chevrolet
7792,4,6,11.0,Toyota
7793,5,1,78.0,Toyota
7794,6,19,14.0,Ford
7795,7,22,10.0,Ford
7796,8,15,19.0,Toyota
7797,9,9,20.0,Toyota
7798,10,23,41.0,Ford
7799,11,13,31.0,Chevrolet
7800,12,11,24.0,Chevrolet
7801,13,4,88.0,Chevrolet
7802,14,17,48.0,Chevrolet
7803,15,25,2.0,Ford
7804,16,12,12.0,Ford
7805,17,18,3.0,Chevrolet
7806,18,2,42.0,Chevrolet
7807,19,5,22.0,Ford
7808,20,21,6.0,Ford
7809,21,20,47.0,Chevrolet
7810,22,16,38.0,Ford
7811,23,29,17.0,Ford
7812,24,26,95.0,Chevrolet
7813,25,30,32.0,Ford
7814,26,8,1.0,Chevrolet
7815,27,36,15.0,Chevrolet
7816,28,27,43.0,Chevrolet
7817,29,24,37.0,Chevrolet
7818,30,28,13.0,Chevrolet
7819,31,34,96.0,Toyota
7820,32,31,34.0,Ford
7821,33,35,51.0,Chevrolet
7822,34,32,23.0,Toyota
7823,35,37,0.0,Chevrolet
7824,36,14,21.0,Ford
7825,37,33,72.0,Chevrolet
7827,1,1,78.0,Toyota
7828,2,3,42.0,Chevrolet
7829,3,2,18.0,Toyota
7830,4,11,2.0,Ford
7831,5,6,22.0,Ford
7832,6,25,11.0,Toyota
7833,7,4,20.0,Toyota
7834,8,8,12.0,Ford
7835,9,33,48.0,Chevrolet
7836,10,5,3.0,Chevrolet
7837,11,26,14.0,Ford
7838,12,27,10.0,Ford
7839,13,28,88.0,Chevrolet
7840,14,7,41.0,Ford
7841,15,29,24.0,Chevrolet
7842,16,31,9.0,Chevrolet
7843,17,15,1.0,Chevrolet
7844,18,16,17.0,Ford
7845,19,14,21.0,Ford
7846,20,19,43.0,Chevrolet
7847,21,9,31.0,Chevrolet
7848,22,32,47.0,Chevrolet
7849,23,30,19.0,Toyota
7850,24,34,95.0,Chevrolet
7851,25,21,38.0,Ford
7852,26,22,34.0,Ford
7853,27,17,13.0,Chevrolet
7854,28,37,72.0,Chevrolet
7855,29,36,15.0,Chevrolet
7856,30,12,37.0,Chevrolet
7857,31,18,32.0,Ford
7858,32,20,23.0,Toyota
7859,33,35,51.0,Toyota
7860,34,24,55.0,Chevrolet
7861,35,10,4.0,Ford
7862,36,23,0.0,Chevrolet
7863,37,13,6.0,Ford
7865,1,9,14.0,Ford
7866,2,2,18.0,Toyota
7867,3,5,12.0,Ford
7868,4,1,78.0,Toyota
7869,5,8,4.0,Ford
7870,6,3,22.0,Ford
7871,7,16,88.0,Chevrolet
7872,8,25,47.0,Chevrolet
7873,9,21,9.0,Chevrolet
7874,10,4,2.0,Ford
7875,11,11,41.0,Ford
7876,12,6,11.0,Toyota
7877,13,15,21.0,Ford
7878,14,10,10.0,Ford
7879,15,18,48.0,Chevrolet
7880,16,7,42.0,Chevrolet
7881,17,13,20.0,Toyota
7882,18,23,19.0,Toyota
7883,19,14,31.0,Chevrolet
7884,20,20,24.0,Chevrolet
7885,21,24,34.0,Ford
7886,22,32,13.0,Chevrolet
7887,23,22,37.0,Chevrolet
7888,24,29,95.0,Chevrolet
7889,25,28,38.0,Ford
7890,26,26,1.0,Chevrolet
7891,27,35,72.0,Chevrolet
7892,28,37,96.0,Toyota
7893,29,33,15.0,Chevrolet
7894,30,12,3.0,Chevrolet
7895,31,38,55.0,Chevrolet
7896,32,31,32.0,Ford
7897,33,27,6.0,Ford
7898,34,19,43.0,Chevrolet
7899,35,30,51.0,Chevrolet
7900,36,34,23.0,Toyota
7901,37,17,17.0,Ford
7902,38,36,0.0,Chevrolet
7904,1,8,18.0,Toyota
7905,2,2,4.0,Ford
7906,3,24,1.0,Chevrolet
7907,4,21,20.0,Toyota
7908,5,4,12.0,Ford
7909,6,7,22.0,Ford
7910,7,1,41.0,Ford
7911,8,15,43.0,Chevrolet
7912,9,3,14.0,Ford
7913,10,33,24.0,Chevrolet
7914,11,20,9.0,Chevrolet
7915,12,13,6.0,Ford
7916,13,23,13.0,Chevrolet
7917,14,27,34.0,Ford
7918,15,18,37.0,Chevrolet
7919,16,30,32.0,Ford
7920,17,28,95.0,Chevrolet
7921,18,31,15.0,Chevrolet
7922,19,34,72.0,Chevrolet
7923,20,32,23.0,Toyota
7924,21,35,0.0,Chevrolet
7925,22,36,51.0,Chevrolet
7926,23,29,38.0,Ford
7927,24,22,47.0,Chevrolet
7928,25,26,17.0,Ford
7929,26,17,3.0,Chevrolet
7930,27,25,31.0,Chevrolet
7931,28,16,88.0,Chevrolet
7932,29,14,19.0,Toyota
7933,30,19,21.0,Ford
7934,31,37,55.0,Chevrolet
7935,32,12,10.0,Ford
7936,33,11,2.0,Ford
7937,34,5,11.0,Toyota
7938,35,9,48.0,Chevrolet
7939,36,10,42.0,Chevrolet
7940,37,6,78.0,Toyota
7942,1,1,18.0,Toyota
7943,2,6,42.0,Chevrolet
7944,3,17,48.0,Chevrolet
7945,4,4,17.0,Ford
7946,5,8,88.0,Chevrolet
7947,6,19,10.0,Ford
7948,7,39,4.0,Ford
7949,8,14,14.0,Ford
7950,9,10,22.0,Ford
7951,10,30,31.0,Chevrolet
7952,11,12,19.0,Toyota
7953,12,23,38.0,Ford
7954,13,7,21.0,Ford
7955,14,25,11.0,Toyota
7956,15,21,3.0,Chevrolet
7957,16,20,43.0,Chevrolet
7958,17,18,47.0,Chevrolet
7959,18,11,24.0,Chevrolet
7960,19,31,1.0,Chevrolet
7961,20,29,0.0,Chevrolet
7962,21,24,32.0,Ford
7963,22,2,41.0,Ford
7964,23,3,2.0,Ford
7965,24,33,6.0,Ford
7966,25,34,72.0,Chevrolet
7967,26,13,20.0,Toyota
7968,27,35,96.0,Toyota
7969,28,32,13.0,Chevrolet
7970,29,16,9.0,Chevrolet
7971,30,26,78.0,Toyota
7972,31,28,23.0,Toyota
7973,32,36,55.0,Chevrolet
7974,33,38,66.0,Toyota
7975,34,15,95.0,Chevrolet
7976,35,5,12.0,Ford
7977,36,22,37.0,Chevrolet
7978,37,37,51.0,Toyota
7979,38,9,34.0,Ford
7980,39,27,15.0,Chevrolet
7982,1,32,18.0,Toyota
7983,2,2,9.0,Chevrolet
7984,3,4,11.0,Toyota
7985,4,3,22.0,Ford
7986,5,10,4.0,Ford
7987,6,17,48.0,Chevrolet
7988,7,5,42.0,Chevrolet
7989,8,28,2.0,Ford
7990,9,16,14.0,Ford
7991,10,26,19.0,Toyota
7992,11,6,41.0,Ford
7993,12,9,24.0,Chevrolet
7994,13,7,20.0,Toyota
7995,14,1,78.0,Toyota
7996,15,23,3.0,Chevrolet
7997,16,27,32.0,Ford
7998,17,25,10.0,Ford
7999,18,11,88.0,Chevrolet
8000,19,8,1.0,Chevrolet
8001,20,31,13.0,Chevrolet
8002,21,21,6.0,Ford
8003,22,13,12.0,Ford
8004,23,12,17.0,Ford
8005,24,20,21.0,Ford
8006,25,18,43.0,Chevrolet
8007,26,19,37.0,Chevrolet
8008,27,33,47.0,Chevrolet
8009,28,30,15.0,Chevrolet
8010,29,29,95.0,Chevrolet
8011,30,35,72.0,Chevrolet
8012,31,24,34.0,Ford
8013,32,22,8.0,Chevrolet
8014,33,15,38.0,Ford
8015,34,36,0.0,Chevrolet
8016,35,34,23.0,Toyota
8017,36,38,51.0,Chevrolet
8018,37,14,31.0,Chevrolet
8019,38,37,55.0,Chevrolet
8021,1,9,22.0,Ford
8022,2,2,41.0,Ford
8023,3,5,9.0,Chevrolet
8024,4,1,4.0,Ford
8025,5,7,17.0,Ford
8026,6,12,38.0,Ford
8027,7,40,10.0,Ford
8028,8,11,88.0,Chevrolet
8029,9,18,31.0,Chevrolet
8030,10,14,19.0,Toyota
8031,11,25,37.0,Chevrolet
8032,12,16,48.0,Chevrolet
8033,13,19,18.0,Toyota
8034,14,4,11.0,Toyota
8035,15,29,13.0,Chevrolet
8036,16,15,43.0,Chevrolet
8037,17,26,95.0,Chevrolet
8038,18,23,12.0,Ford
8039,19,33,32.0,Ford
8040,20,31,96.0,Toyota
8041,21,36,72.0,Chevrolet
8042,22,30,62.0,Chevrolet
8043,23,32,92.0,Ford
8044,24,37,23.0,Toyota
8045,25,35,15.0,Chevrolet
8046,26,3,78.0,Toyota
8047,27,34,0.0,Chevrolet
8048,28,27,1.0,Chevrolet
8049,29,17,24.0,Chevrolet
8050,30,13,21.0,Ford
8051,31,8,14.0,Ford
8052,32,20,34.0,Ford
8053,33,10,2.0,Ford
8054,34,28,47.0,Chevrolet
8055,35,24,3.0,Chevrolet
8056,36,39,51.0,Chevrolet
8057,37,38,55.0,Chevrolet
8058,38,21,6.0,Ford
8059,39,6,20.0,Toyota
8060,40,22,42.0,Chevrolet
8062,1,2,4.0,Ford
8063,2,12,14.0,Ford
8064,3,7,19.0,Toyota
8065,4,3,78.0,Toyota
8066,5,9,41.0,Ford
8067,6,8,2.0,Ford
8068,7,10,11.0,Toyota
8069,8,14,12.0,Ford
8070,9,19,48.0,Chevrolet
8071,10,1,42.0,Chevrolet
8072,11,13,10.0,Ford
8073,12,6,9.0,Chevrolet
8074,13,18,22.0,Ford
8075,14,17,24.0,Chevrolet
8076,15,5,17.0,Ford
8077,16,23,1.0,Chevrolet
8078,17,25,95.0,Chevrolet
8079,18,11,20.0,Toyota
8080,19,22,6.0,Ford
8081,20,16,37.0,Chevrolet
8082,21,28,47.0,Chevrolet
8083,22,29,34.0,Ford
8084,23,15,88.0,Chevrolet
8085,24,30,13.0,Chevrolet
8086,25,26,43.0,Chevrolet
8087,26,27,3.0,Chevrolet
8088,27,32,38.0,Ford
8089,28,31,15.0,Chevrolet
8090,29,24,32.0,Ford
8091,30,35,23.0,Toyota
8092,31,33,0.0,Chevrolet
8093,32,34,55.0,Chevrolet
8094,33,21,31.0,Chevrolet
8095,34,20,21.0,Ford
8096,35,4,18.0,Toyota
8097,36,37,51.0,Chevrolet
8098,37,36,99.0,Chevrolet
8099,38,38,72.0,Chevrolet
8101,1,1,4.0,Ford
8102,2,7,78.0,Toyota
8103,3,9,22.0,Ford
8104,4,22,42.0,Chevrolet
8105,5,6,11.0,Toyota
8106,6,11,21.0,Ford
8107,7,12,20.0,Toyota
8108,8,8,41.0,Ford
8109,9,4,10.0,Ford
8110,10,3,18.0,Toyota
8111,11,16,17.0,Ford
8112,12,17,9.0,Chevrolet
8113,13,20,38.0,Ford
8114,14,5,2.0,Ford
8115,15,33,14.0,Ford
8116,16,18,47.0,Chevrolet
8117,17,25,3.0,Chevrolet
8118,18,19,88.0,Chevrolet
8119,19,23,48.0,Chevrolet
8120,20,36,34.0,Ford
8121,21,34,95.0,Chevrolet
8122,22,37,32.0,Ford
8123,23,21,43.0,Chevrolet
8124,24,27,72.0,Chevrolet
8125,25,31,0.0,Chevrolet
8126,26,28,15.0,Chevrolet
8127,27,30,55.0,Chevrolet
8128,28,14,19.0,Toyota
8129,29,29,23.0,Toyota
8130,30,15,31.0,Chevrolet
8131,31,24,1.0,Chevrolet
8132,32,38,66.0,Toyota
8133,33,13,24.0,Chevrolet
8134,34,10,37.0,Chevrolet
8135,35,32,51.0,Chevrolet
8136,36,35,6.0,Ford
8137,37,2,12.0,Ford
8138,38,26,13.0,Chevrolet
8140,1,1,18.0,Toyota
8141,2,15,78.0,Toyota
8142,3,3,11.0,Toyota
8143,4,5,2.0,Ford
8144,5,23,48.0,Chevrolet
8145,6,7,1.0,Chevrolet
8146,7,11,42.0,Chevrolet
8147,8,16,41.0,Ford
8148,9,27,88.0,Chevrolet
8149,10,13,17.0,Ford
8150,11,22,9.0,Chevrolet
8151,12,28,14.0,Ford
8152,13,9,10.0,Ford
8153,14,14,21.0,Ford
8154,15,10,19.0,Toyota
8155,16,24,43.0,Chevrolet
8156,17,17,6.0,Ford
8157,18,29,34.0,Ford
8158,19,4,20.0,Toyota
8159,20,26,95.0,Chevrolet
8160,21,20,13.0,Chevrolet
8161,22,2,22.0,Ford
8162,23,30,47.0,Chevrolet
8163,24,25,15.0,Chevrolet
8164,25,19,38.0,Ford
8165,26,33,72.0,Chevrolet
8166,27,32,96.0,Toyota
8167,28,35,0.0,Chevrolet
8168,29,18,37.0,Chevrolet
8169,30,37,55.0,Chevrolet
8170,31,34,23.0,Toyota
8171,32,36,66.0,Toyota
8172,33,38,51.0,Chevrolet
8173,34,12,3.0,Chevrolet
8174,35,6,31.0,Chevrolet
8175,36,8,12.0,Ford
8176,37,31,32.0,Ford
8177,38,40,7.0,Chevrolet
8178,39,21,24.0,Chevrolet
8179,40,39,4.0,Ford
8181,1,4,78.0,Toyota
8182,2,13,42.0,Chevrolet
8183,3,5,18.0,Toyota
8184,4,2,4.0,Ford
8185,5,17,2.0,Ford
8186,6,1,12.0,Ford
8187,7,34,10.0,Ford
8188,8,15,48.0,Chevrolet
8189,9,7,22.0,Ford
8190,10,11,9.0,Chevrolet
8191,11,20,21.0,Ford
8192,12,12,3.0,Chevrolet
8193,13,26,6.0,Ford
8194,14,23,17.0,Ford
8195,15,3,1.0,Chevrolet
8196,16,21,38.0,Ford
8197,17,27,37.0,Chevrolet
8198,18,16,24.0,Chevrolet
8199,19,6,41.0,Ford
8200,20,9,14.0,Ford
8201,21,30,34.0,Ford
8202,22,24,47.0,Chevrolet
8203,23,29,13.0,Chevrolet
8204,24,18,19.0,Toyota
8205,25,8,31.0,Chevrolet
8206,26,28,51.0,Ford
8207,27,14,88.0,Chevrolet
8208,28,31,15.0,Chevrolet
8209,29,25,20.0,Toyota
8210,30,35,72.0,Chevrolet
8211,31,33,0.0,Chevrolet
8212,32,37,7.0,Chevrolet
8213,33,36,23.0,Toyota
8214,34,38,99.0,Chevrolet
8215,35,10,11.0,Toyota
8216,36,22,95.0,Chevrolet
8217,37,32,32.0,Ford
8218,38,19,43.0,Chevrolet
8220,1,12,14.0,Ford
8221,2,4,4.0,Ford
8222,3,1,41.0,Ford
8223,4,3,18.0,Toyota
8224,5,15,21.0,Ford
8225,6,2,2.0,Ford
8226,7,5,22.0,Ford
8227,8,9,12.0,Ford
8228,9,13,9.0,Chevrolet
8229,10,24,1.0,Chevrolet
8230,11,6,10.0,Ford
8231,12,10,11.0,Toyota
8232,13,14,24.0,Chevrolet
8233,14,16,3.0,Chevrolet
8234,15,8,20.0,Toyota
8235,16,21,88.0,Chevrolet
8236,17,25,47.0,Chevrolet
8237,18,17,78.0,Toyota
8238,19,28,43.0,Chevrolet
8239,20,20,48.0,Chevrolet
8240,21,31,13.0,Chevrolet
8241,22,11,31.0,Chevrolet
8242,23,29,95.0,Chevrolet
8243,24,18,37.0,Chevrolet
8244,25,23,34.0,Ford
8245,26,33,15.0,Chevrolet
8246,27,32,72.0,Chevrolet
8247,28,26,42.0,Chevrolet
8248,29,7,17.0,Ford
8249,30,22,19.0,Toyota
8250,31,34,23.0,Toyota
8251,32,36,0.0,Chevrolet
8252,33,19,6.0,Ford
8253,34,37,7.0,Chevrolet
8254,35,38,66.0,Toyota
8255,36,30,32.0,Ford
8256,37,35,51.0,Chevrolet
8257,38,27,38.0,Ford
8258,39,39,99.0,Chevrolet
8260,1,2,78.0,Toyota
8261,2,6,4.0,Ford
8262,3,19,14.0,Ford
8263,4,3,9.0,Chevrolet
8264,5,9,18.0,Toyota
8265,6,23,41.0,Ford
8266,7,20,20.0,Toyota
8267,8,24,10.0,Ford
8268,9,17,88.0,Chevrolet
8269,10,21,11.0,Toyota
8270,11,7,48.0,Chevrolet
8271,12,25,37.0,Chevrolet
8272,13,10,2.0,Ford
8273,14,1,42.0,Chevrolet
8274,15,16,19.0,Toyota
8275,16,27,3.0,Chevrolet
8276,17,30,32.0,Ford
8277,18,18,17.0,Ford
8278,19,12,22.0,Ford
8279,20,26,95.0,Chevrolet
8280,21,22,34.0,Ford
8281,22,28,38.0,Ford
8282,23,34,96.0,Toyota
8283,24,14,31.0,Chevrolet
8284,25,8,24.0,Chevrolet
8285,26,15,21.0,Ford
8286,27,13,6.0,Ford
8287,28,33,15.0,Chevrolet
8288,29,35,43.0,Chevrolet
8289,30,29,23.0,Toyota
8290,31,36,51.0,Ford
8291,32,37,0.0,Chevrolet
8292,33,31,13.0,Chevrolet
8293,34,11,12.0,Ford
8294,35,32,72.0,Chevrolet
8295,36,38,52.0,Chevrolet
8296,37,4,1.0,Chevrolet
8297,38,5,47.0,Chevrolet
8299,1,16,18.0,Toyota
8300,2,18,42.0,Chevrolet
8301,3,11,4.0,Ford
8302,4,36,78.0,Toyota
8303,5,5,14.0,Ford
8304,6,9,20.0,Toyota
8305,7,37,11.0,Toyota
8306,8,12,22.0,Ford
8307,9,7,2.0,Ford
8308,10,15,88.0,Chevrolet
8309,11,10,19.0,Toyota
8310,12,13,1.0,Chevrolet
8311,13,1,21.0,Ford
8312,14,38,48.0,Chevrolet
8313,15,17,31.0,Chevrolet
8314,16,20,17.0,Ford
8315,17,4,41.0,Ford
8316,18,2,12.0,Ford
8317,19,3,9.0,Chevrolet
8318,20,8,24.0,Chevrolet
8319,21,26,34.0,Ford
8320,22,39,37.0,Chevrolet
8321,23,22,43.0,Chevrolet
8322,24,19,47.0,Chevrolet
8323,25,6,10.0,Ford
8324,26,21,6.0,Ford
8325,27,24,95.0,Chevrolet
8326,28,25,13.0,Chevrolet
8327,29,28,32.0,Ford
8328,30,27,15.0,Chevrolet
8329,31,29,23.0,Toyota
8330,32,34,7.0,Chevrolet
8331,33,30,99.0,Chevrolet
8332,34,32,72.0,Chevrolet
8333,35,33,51.0,Chevrolet
8334,36,31,0.0,Chevrolet
8335,37,14,3.0,Chevrolet
8336,38,23,38.0,Ford
8337,39,35,66.0,Toyota
8339,1,29,20.0,Toyota
8340,2,13,78.0,Toyota
8341,3,24,47.0,Chevrolet
