,Finish,Start,Car #,Make
6612,30,8,24.0,Chevrolet
6613,31,27,47.0,Chevrolet
6614,32,12,22.0,Ford
6615,33,14,77.0,Toyota
6616,34,24,95.0,Chevrolet
6617,35,13,78.0,Toyota
6618,36,18,3.0,Chevrolet
6619,37,5,6.0,Ford
6620,38,31,10.0,Ford
6621,39,16,21.0,Ford
6622,40,33,55.0,Toyota
6624,1,3,78.0,Toyota
6625,2,17,2.0,Ford
6626,3,8,4.0,Ford
6627,4,1,21.0,Ford
6628,5,5,18.0,Toyota
6629,6,9,42.0,Chevrolet
6630,7,15,19.0,Toyota
6631,8,12,1.0,Chevrolet
6632,9,30,14.0,Ford
6633,10,16,6.0,Ford
6634,11,4,17.0,Ford
6635,12,14,20.0,Toyota
6636,13,35,95.0,Chevrolet
6637,14,22,13.0,Chevrolet
6638,15,31,5.0,Chevrolet
6639,16,11,3.0,Chevrolet
6640,17,34,38.0,Ford
6641,18,20,37.0,Chevrolet
6642,19,6,41.0,Ford
6643,20,33,88.0,Chevrolet
6644,21,36,34.0,Ford
6645,22,32,77.0,Toyota
6646,23,7,11.0,Toyota
6647,24,29,48.0,Chevrolet
6648,25,37,15.0,Chevrolet
6649,26,26,72.0,Chevrolet
6650,27,38,83.0,Toyota
6651,28,39,51.0,Chevrolet
6652,29,10,24.0,Chevrolet
6653,30,21,47.0,Chevrolet
6654,31,40,66.0,Chevrolet
6655,32,23,32.0,Ford
6656,33,27,33.0,Chevrolet
6657,34,25,23.0,Toyota
6658,35,18,27.0,Chevrolet
6659,36,24,10.0,Ford
6660,37,2,22.0,Ford
6661,38,13,43.0,Ford
6662,39,28,55.0,Toyota
6663,40,19,31.0,Chevrolet
6665,1,22,3.0,Chevrolet
6666,2,2,18.0,Toyota
6667,3,8,78.0,Toyota
6668,4,4,20.0,Toyota
6669,5,6,11.0,Toyota
6670,6,12,41.0,Ford
6671,7,5,77.0,Toyota
6672,8,1,4.0,Ford
6673,9,17,31.0,Chevrolet
6674,10,19,88.0,Chevrolet
6675,11,20,19.0,Toyota
6676,12,11,1.0,Chevrolet
6677,13,16,27.0,Chevrolet
6678,14,9,14.0,Ford
6679,15,13,17.0,Ford
6680,16,18,6.0,Ford
6681,17,14,48.0,Chevrolet
6682,18,26,47.0,Chevrolet
6683,19,21,95.0,Chevrolet
6684,20,29,37.0,Chevrolet
6685,21,23,22.0,Ford
6686,22,25,43.0,Ford
6687,23,28,38.0,Ford
6688,24,7,21.0,Ford
6689,25,15,10.0,Ford
6690,26,33,7.0,Chevrolet
6691,27,32,23.0,Toyota
6692,28,31,34.0,Ford
6693,29,36,51.0,Chevrolet
6694,30,35,15.0,Chevrolet
6695,31,37,55.0,Toyota
6696,32,40,83.0,Toyota
6697,33,39,42.0,Chevrolet
6698,34,34,72.0,Chevrolet
6699,35,24,5.0,Chevrolet
6700,36,27,13.0,Chevrolet
6701,37,30,32.0,Ford
6702,38,3,24.0,Chevrolet
6703,39,10,2.0,Ford
6704,40,38,33.0,Chevrolet
6706,1,14,48.0,Chevrolet
6707,2,5,42.0,Chevrolet
6708,3,2,78.0,Toyota
6709,4,13,31.0,Chevrolet
6710,5,16,24.0,Chevrolet
6711,6,3,19.0,Toyota
6712,7,19,1.0,Chevrolet
6713,8,10,11.0,Toyota
6714,9,18,4.0,Ford
6715,10,31,10.0,Ford
6716,11,11,88.0,Chevrolet
6717,12,4,20.0,Toyota
6718,13,9,3.0,Chevrolet
6719,14,21,13.0,Chevrolet
6720,15,7,77.0,Toyota
6721,16,1,18.0,Toyota
6722,17,20,5.0,Chevrolet
6723,18,24,47.0,Chevrolet
6724,19,28,95.0,Chevrolet
6725,20,36,15.0,Chevrolet
6726,21,17,6.0,Ford
6727,22,35,72.0,Chevrolet
6728,23,29,37.0,Chevrolet
6729,24,32,23.0,Toyota
6730,25,26,22.0,Ford
6731,26,34,83.0,Toyota
6732,27,39,33.0,Chevrolet
6733,28,37,66.0,Chevrolet
6734,29,25,32.0,Ford
6735,30,33,38.0,Ford
6736,31,22,14.0,Ford
6737,32,15,21.0,Ford
6738,33,23,27.0,Chevrolet
6739,34,30,43.0,Ford
6740,35,38,51.0,Chevrolet
6741,36,27,34.0,Ford
6742,37,6,41.0,Ford
6743,38,8,2.0,Ford
6744,39,12,17.0,Ford
6746,1,4,21.0,Ford
6747,2,12,4.0,Ford
6748,3,15,77.0,Toyota
6749,4,5,41.0,Ford
6750,5,6,2.0,Ford
6751,6,2,78.0,Toyota
6752,7,7,42.0,Chevrolet
6753,8,25,24.0,Chevrolet
6754,9,1,18.0,Toyota
6755,10,3,20.0,Toyota
6756,11,23,17.0,Ford
6757,12,18,11.0,Toyota
6758,13,17,3.0,Chevrolet
6759,14,10,31.0,Chevrolet
6760,15,14,19.0,Toyota
6761,16,24,10.0,Ford
6762,17,20,14.0,Ford
6763,18,27,13.0,Chevrolet
6764,19,29,37.0,Chevrolet
6765,20,13,27.0,Chevrolet
6766,21,22,6.0,Ford
6767,22,21,47.0,Chevrolet
6768,23,9,22.0,Ford
6769,24,11,95.0,Chevrolet
6770,25,31,38.0,Ford
6771,26,16,43.0,Ford
6772,27,34,34.0,Ford
6773,28,35,83.0,Toyota
6774,29,33,23.0,Toyota
6775,30,32,72.0,Chevrolet
6776,31,36,15.0,Toyota
6777,32,30,32.0,Ford
6778,33,39,55.0,Chevrolet
6779,34,37,33.0,Chevrolet
6780,35,26,5.0,Chevrolet
6781,36,19,48.0,Chevrolet
6782,37,8,1.0,Chevrolet
6783,38,28,88.0,Chevrolet
6784,39,38,51.0,Chevrolet
6786,1,1,42.0,Chevrolet
6787,2,10,24.0,Chevrolet
6788,3,7,22.0,Ford
6789,4,5,11.0,Toyota
6790,5,8,1.0,Chevrolet
6791,6,2,78.0,Toyota
6792,7,4,18.0,Toyota
6793,8,21,17.0,Ford
6794,9,17,88.0,Chevrolet
6795,10,13,48.0,Chevrolet
6796,11,9,20.0,Toyota
6797,12,15,41.0,Ford
6798,13,14,77.0,Toyota
6799,14,11,4.0,Ford
6800,15,19,31.0,Chevrolet
6801,16,12,2.0,Ford
6802,17,27,6.0,Ford
6803,18,25,47.0,Chevrolet
6804,19,26,43.0,Ford
6805,20,37,13.0,Chevrolet
6806,21,16,5.0,Chevrolet
6807,22,30,27.0,Chevrolet
6808,23,22,95.0,Chevrolet
6809,24,20,19.0,Toyota
6810,25,6,21.0,Ford
6811,26,3,14.0,Ford
6812,27,18,3.0,Chevrolet
6813,28,28,32.0,Ford
6814,29,29,38.0,Ford
6815,30,32,83.0,Toyota
6816,31,33,72.0,Chevrolet
6817,32,36,34.0,Ford
6818,33,31,23.0,Toyota
6819,34,34,15.0,Chevrolet
6820,35,35,33.0,Chevrolet
6821,36,24,37.0,Chevrolet
6822,37,23,10.0,Ford
6824,1,12,4.0,Ford
6825,2,13,14.0,Ford
6826,3,23,2.0,Ford
6827,4,14,11.0,Toyota
6828,5,4,18.0,Toyota
6829,6,10,88.0,Chevrolet
6830,7,17,41.0,Ford
6831,8,8,24.0,Chevrolet
6832,9,7,21.0,Ford
6833,10,2,1.0,Chevrolet
6834,11,15,27.0,Chevrolet
6835,12,18,22.0,Ford
6836,13,24,48.0,Chevrolet
6837,14,16,95.0,Chevrolet
6838,15,20,31.0,Chevrolet
6839,16,11,19.0,Toyota
6840,17,6,10.0,Ford
6841,18,19,3.0,Chevrolet
6842,19,9,37.0,Chevrolet
6843,20,38,20.0,Toyota
6844,21,29,72.0,Chevrolet
6845,22,26,43.0,Ford
6846,23,27,32.0,Ford
6847,24,21,5.0,Chevrolet
6848,25,30,77.0,Toyota
6849,26,1,42.0,Chevrolet
6850,27,25,6.0,Ford
6851,28,35,13.0,Chevrolet
6852,29,34,33.0,Chevrolet
6853,30,31,34.0,Ford
6854,31,28,38.0,Ford
6855,32,32,23.0,Toyota
6856,33,36,15.0,Chevrolet
6857,34,37,55.0,Chevrolet
6858,35,5,47.0,Chevrolet
6859,36,33,51.0,Chevrolet
6860,37,3,78.0,Toyota
6861,38,22,17.0,Ford
6863,1,6,17.0,Ford
6864,2,11,14.0,Ford
6865,3,24,27.0,Chevrolet
6866,4,23,95.0,Chevrolet
6867,5,22,31.0,Chevrolet
6868,6,30,38.0,Ford
6869,7,32,75.0,Chevrolet
6870,8,27,47.0,Chevrolet
6871,9,17,77.0,Toyota
6872,10,29,37.0,Chevrolet
6873,11,36,23.0,Toyota
6874,12,12,48.0,Chevrolet
6875,13,28,32.0,Ford
6876,14,8,1.0,Chevrolet
6877,15,31,43.0,Ford
6878,16,34,13.0,Chevrolet
6879,17,20,19.0,Toyota
6880,18,4,5.0,Chevrolet
6881,19,26,34.0,Ford
6882,20,16,18.0,Toyota
6883,21,33,7.0,Chevrolet
6884,22,2,24.0,Chevrolet
6885,23,14,6.0,Ford
6886,24,18,11.0,Toyota
6887,25,10,10.0,Ford
6888,26,9,21.0,Ford
6889,27,13,20.0,Toyota
6890,28,15,41.0,Ford
6891,29,21,42.0,Chevrolet
6892,30,37,55.0,Toyota
6893,31,3,2.0,Ford
6894,32,1,88.0,Chevrolet
6895,33,5,4.0,Ford
6896,34,25,78.0,Toyota
6897,35,7,22.0,Ford
6898,36,19,3.0,Chevrolet
6899,37,39,33.0,Chevrolet
6900,38,40,15.0,Toyota
6901,39,35,72.0,Chevrolet
6902,40,38,83.0,Toyota
6904,1,2,78.0,Toyota
6905,2,40,42.0,Chevrolet
6906,3,12,24.0,Chevrolet
6907,4,5,11.0,Toyota
6908,5,1,18.0,Toyota
6909,6,14,77.0,Toyota
6910,7,4,1.0,Chevrolet
6911,8,11,22.0,Ford
6912,9,7,4.0,Ford
6913,10,6,21.0,Ford
6914,11,17,43.0,Ford
6915,12,13,88.0,Chevrolet
6916,13,16,14.0,Ford
6917,14,18,17.0,Ford
6918,15,20,10.0,Ford
6919,16,22,37.0,Chevrolet
6920,17,3,20.0,Toyota
6921,18,9,19.0,Toyota
6922,19,25,3.0,Chevrolet
6923,20,28,47.0,Chevrolet
6924,21,24,27.0,Chevrolet
6925,22,29,31.0,Chevrolet
6926,23,21,95.0,Chevrolet
6927,24,26,38.0,Ford
6928,25,30,32.0,Ford
6929,26,35,34.0,Ford
6930,27,31,83.0,Toyota
6931,28,33,15.0,Chevrolet
6932,29,36,33.0,Chevrolet
6933,30,15,41.0,Ford
6934,31,38,66.0,Chevrolet
6935,32,37,51.0,Chevrolet
6936,33,27,13.0,Chevrolet
6937,34,32,72.0,Chevrolet
6938,35,39,55.0,Toyota
6939,36,34,23.0,Toyota
6940,37,19,6.0,Ford
6941,38,23,5.0,Chevrolet
6942,39,10,2.0,Ford
6943,40,8,48.0,Chevrolet
6945,1,8,11.0,Toyota
6946,2,39,42.0,Chevrolet
6947,3,1,78.0,Toyota
6948,4,3,20.0,Toyota
6949,5,12,4.0,Ford
6950,6,14,19.0,Toyota
6951,7,19,14.0,Ford
6952,8,9,41.0,Ford
6953,9,10,2.0,Ford
6954,10,2,48.0,Chevrolet
6955,11,11,24.0,Chevrolet
6956,12,7,18.0,Toyota
6957,13,30,10.0,Ford
6958,14,17,17.0,Ford
6959,15,26,3.0,Chevrolet
6960,16,25,13.0,Chevrolet
6961,17,4,1.0,Chevrolet
6962,18,18,88.0,Chevrolet
6963,19,15,21.0,Ford
6964,20,27,6.0,Ford
6965,21,23,47.0,Chevrolet
6966,22,29,27.0,Chevrolet
6967,23,28,34.0,Ford
6968,24,21,43.0,Ford
6969,25,22,37.0,Chevrolet
6970,26,20,95.0,Chevrolet
6971,27,24,31.0,Chevrolet
6972,28,5,5.0,Chevrolet
6973,29,32,38.0,Ford
6974,30,16,32.0,Ford
6975,31,31,23.0,Toyota
6976,32,36,83.0,Toyota
6977,33,37,33.0,Chevrolet
6978,34,35,15.0,Chevrolet
6979,35,34,55.0,Toyota
6980,36,38,51.0,Chevrolet
6981,37,13,22.0,Ford
6982,38,33,72.0,Chevrolet
6983,39,6,77.0,Toyota
6985,1,19,5.0,Chevrolet
6986,2,11,2.0,Ford
6987,3,8,31.0,Chevrolet
6988,4,7,22.0,Ford
6989,5,14,20.0,Toyota
6990,6,2,4.0,Ford
6991,7,15,19.0,Toyota
6992,8,27,32.0,Ford
6993,9,26,37.0,Chevrolet
6994,10,39,47.0,Chevrolet
6995,11,23,10.0,Ford
6996,12,34,72.0,Chevrolet
6997,13,29,43.0,Ford
6998,14,37,66.0,Chevrolet
6999,15,3,1.0,Chevrolet
7000,16,17,27.0,Chevrolet
7001,17,5,11.0,Toyota
7002,18,24,95.0,Chevrolet
7003,19,28,13.0,Chevrolet
7004,20,22,6.0,Ford
7005,21,20,3.0,Chevrolet
7006,22,31,34.0,Ford
7007,23,10,21.0,Ford
7008,24,35,55.0,Chevrolet
7009,25,38,15.0,Chevrolet
7010,26,36,33.0,Chevrolet
7011,27,4,48.0,Chevrolet
7012,28,25,42.0,Chevrolet
7013,29,12,41.0,Ford
7014,30,18,14.0,Ford
7015,31,9,77.0,Toyota
7016,32,40,51.0,Chevrolet
7017,33,6,78.0,Toyota
7018,34,1,18.0,Toyota
7019,35,21,17.0,Ford
7020,36,13,88.0,Chevrolet
7021,37,33,7.0,Chevrolet
7022,38,30,38.0,Ford
7023,39,16,24.0,Chevrolet
7024,40,32,23.0,Toyota
7026,1,1,18.0,Toyota
7027,2,6,4.0,Ford
7028,3,2,78.0,Toyota
7029,4,4,11.0,Toyota
7030,5,11,2.0,Ford
7031,6,7,14.0,Ford
7032,7,8,19.0,Toyota
7033,8,9,77.0,Toyota
7034,9,15,20.0,Toyota
7035,10,13,24.0,Chevrolet
7036,11,12,5.0,Chevrolet
7037,12,23,88.0,Chevrolet
7038,13,18,41.0,Ford
7039,14,20,31.0,Chevrolet
7040,15,22,10.0,Ford
7041,16,21,17.0,Ford
7042,17,30,13.0,Chevrolet
7043,18,17,95.0,Chevrolet
7044,19,27,27.0,Chevrolet
7045,20,19,6.0,Ford
7046,21,26,3.0,Chevrolet
7047,22,33,38.0,Ford
7048,23,28,47.0,Chevrolet
7049,24,32,72.0,Chevrolet
7050,25,34,23.0,Toyota
7051,26,3,1.0,Chevrolet
7052,27,10,22.0,Ford
7053,28,24,37.0,Chevrolet
7054,29,31,34.0,Ford
7055,30,5,21.0,Ford
7056,31,35,15.0,Chevrolet
7057,32,36,83.0,Toyota
7058,33,16,42.0,Chevrolet
7059,34,37,55.0,Toyota
7060,35,14,48.0,Chevrolet
7061,36,38,33.0,Chevrolet
7062,37,29,32.0,Ford
7063,38,25,43.0,Ford
7065,1,3,78.0,Toyota
7066,2,15,20.0,Toyota
7067,3,5,19.0,Toyota
7068,4,11,11.0,Toyota
7069,5,12,14.0,Ford
7070,6,18,41.0,Ford
7071,7,1,18.0,Toyota
7072,8,16,21.0,Ford
7073,9,7,47.0,Chevrolet
7074,10,6,77.0,Toyota
7075,11,17,37.0,Chevrolet
7076,12,14,95.0,Chevrolet
7077,13,4,24.0,Chevrolet
7078,14,9,1.0,Chevrolet
7079,15,8,2.0,Ford
7080,16,19,5.0,Chevrolet
7081,17,20,4.0,Ford
7082,18,21,27.0,Chevrolet
7083,19,24,13.0,Chevrolet
7084,20,22,17.0,Ford
7085,21,29,43.0,Ford
7086,22,25,10.0,Ford
7087,23,2,42.0,Chevrolet
7088,24,13,22.0,Ford
7089,25,23,31.0,Chevrolet
7090,26,27,3.0,Chevrolet
7091,27,31,38.0,Ford
7092,28,37,32.0,Ford
7093,29,10,48.0,Chevrolet
7094,30,35,33.0,Chevrolet
7095,31,34,15.0,Chevrolet
7096,32,33,83.0,Toyota
7097,33,36,23.0,Toyota
7098,34,26,72.0,Chevrolet
7099,35,30,6.0,Ford
7100,36,32,34.0,Ford
7101,37,28,88.0,Chevrolet
7103,1,9,42.0,Chevrolet
7104,2,13,78.0,Toyota
7105,3,8,77.0,Toyota
7106,4,25,31.0,Chevrolet
7107,5,21,6.0,Ford
7108,6,20,37.0,Chevrolet
7109,7,17,3.0,Chevrolet
7110,8,5,24.0,Chevrolet
7111,9,7,1.0,Chevrolet
7112,10,6,18.0,Toyota
7113,11,15,41.0,Ford
7114,12,24,43.0,Ford
7115,13,3,4.0,Ford
7116,14,19,88.0,Chevrolet
7117,15,12,21.0,Ford
7118,16,10,11.0,Toyota
7119,17,1,2.0,Ford
7120,18,14,17.0,Ford
7121,19,22,48.0,Chevrolet
7122,20,29,47.0,Chevrolet
7123,21,33,13.0,Chevrolet
7124,22,18,10.0,Ford
7125,23,11,14.0,Ford
7126,24,4,20.0,Toyota
7127,25,32,34.0,Ford
7128,26,27,32.0,Ford
7129,27,26,95.0,Chevrolet
7130,28,2,22.0,Ford
7131,29,31,72.0,Chevrolet
7132,30,28,38.0,Ford
7133,31,34,23.0,Toyota
7134,32,35,83.0,Toyota
7135,33,38,55.0,Chevrolet
7136,34,30,27.0,Chevrolet
7137,35,36,33.0,Chevrolet
7138,36,39,51.0,Chevrolet
7139,37,16,19.0,Toyota
7140,38,23,5.0,Chevrolet
7141,39,37,15.0,Toyota
7143,1,18,18.0,Toyota
7144,2,1,77.0,Toyota
7145,3,7,11.0,Toyota
7146,4,5,20.0,Toyota
7147,5,25,41.0,Ford
7148,6,13,31.0,Chevrolet
7149,7,20,6.0,Ford
7150,8,29,4.0,Ford
7151,9,2,42.0,Chevrolet
7152,10,10,21.0,Ford
7153,11,21,48.0,Chevrolet
7154,12,11,1.0,Chevrolet
7155,13,8,22.0,Ford
7156,14,14,17.0,Ford
7157,15,12,19.0,Toyota
7158,16,27,27.0,Chevrolet
7159,17,19,38.0,Ford
7160,18,4,24.0,Chevrolet
7161,19,9,14.0,Ford
7162,20,26,95.0,Chevrolet
7163,21,6,78.0,Toyota
7164,22,23,47.0,Chevrolet
7165,23,31,88.0,Chevrolet
7166,24,3,5.0,Chevrolet
7167,25,24,10.0,Ford
7168,26,34,32.0,Ford
7169,27,15,37.0,Chevrolet
7170,28,35,83.0,Toyota
7171,29,17,2.0,Ford
7172,30,30,7.0,Chevrolet
7173,31,37,55.0,Chevrolet
7174,32,36,51.0,Chevrolet
7175,33,32,72.0,Chevrolet
7176,34,40,23.0,Toyota
7177,35,33,34.0,Ford
7178,36,22,13.0,Chevrolet
7179,37,28,43.0,Ford
7180,38,39,15.0,Chevrolet
7181,39,16,3.0,Chevrolet
7182,40,38,33.0,Chevrolet
7184,1,9,11.0,Toyota
7185,2,3,18.0,Toyota
7186,3,7,41.0,Ford
7187,4,13,3.0,Chevrolet
7188,5,10,77.0,Toyota
7189,6,11,20.0,Toyota
7190,7,17,31.0,Chevrolet
7191,8,2,78.0,Toyota
7192,9,1,4.0,Ford
7193,10,5,1.0,Chevrolet
7194,11,20,24.0,Chevrolet
7195,12,18,48.0,Chevrolet
7196,13,25,13.0,Chevrolet
7197,14,4,42.0,Chevrolet
7198,15,6,2.0,Ford
7199,16,21,27.0,Chevrolet
7200,17,27,37.0,Chevrolet
7201,18,8,22.0,Ford
7202,19,30,95.0,Chevrolet
7203,20,15,43.0,Ford
7204,21,31,34.0,Ford
7205,22,22,88.0,Chevrolet
7206,23,34,72.0,Chevrolet
7207,24,23,5.0,Chevrolet
7208,25,26,38.0,Ford
7209,26,33,10.0,Ford
7210,27,28,32.0,Ford
7211,28,35,23.0,Toyota
7212,29,14,17.0,Ford
7213,30,37,33.0,Chevrolet
7214,31,12,21.0,Ford
7215,32,38,55.0,Toyota
7216,33,40,66.0,Chevrolet
7217,34,29,47.0,Chevrolet
7218,35,24,6.0,Ford
7219,36,36,83.0,Toyota
7220,37,39,51.0,Chevrolet
7221,38,19,19.0,Toyota
7222,39,32,15.0,Toyota
7223,40,16,14.0,Ford
7225,1,4,42.0,Chevrolet
7226,2,12,22.0,Ford
7227,3,27,31.0,Chevrolet
7228,4,3,41.0,Ford
7229,5,2,11.0,Toyota
7230,6,10,77.0,Toyota
7231,7,16,19.0,Toyota
7232,8,20,48.0,Chevrolet
7233,9,7,18.0,Toyota
7234,10,9,24.0,Chevrolet
7235,11,15,2.0,Ford
7236,12,17,5.0,Chevrolet
7237,13,21,88.0,Chevrolet
7238,14,11,1.0,Chevrolet
7239,15,6,4.0,Ford
7240,16,28,95.0,Chevrolet
7241,17,23,43.0,Ford
7242,18,14,21.0,Ford
7243,19,8,17.0,Ford
7244,20,5,78.0,Toyota
7245,21,31,3.0,Chevrolet
7246,22,32,13.0,Chevrolet
7247,23,19,10.0,Ford
7248,24,13,14.0,Ford
7249,25,18,6.0,Ford
7250,26,22,47.0,Chevrolet
7251,27,29,38.0,Ford
7252,28,26,27.0,Chevrolet
7253,29,33,83.0,Toyota
7254,30,36,55.0,Chevrolet
7255,31,25,32.0,Ford
7256,32,24,37.0,Chevrolet
7257,33,35,72.0,Chevrolet
7258,34,37,33.0,Chevrolet
7259,35,34,23.0,Toyota
7260,36,38,15.0,Chevrolet
7261,37,39,51.0,Chevrolet
7262,38,1,20.0,Toyota
7263,39,30,34.0,Ford
7265,1,3,78.0,Toyota
7266,2,8,24.0,Chevrolet
7267,3,4,4.0,Ford
7268,4,2,11.0,Toyota
7269,5,6,42.0,Chevrolet
7270,6,5,2.0,Ford
7271,7,7,22.0,Ford
7272,8,14,48.0,Chevrolet
7273,9,10,20.0,Toyota
7274,10,19,1.0,Chevrolet
7275,11,12,21.0,Ford
7276,12,13,19.0,Toyota
7277,13,11,14.0,Ford
7278,14,28,27.0,Chevrolet
7279,15,1,18.0,Toyota
7280,16,9,3.0,Chevrolet
7281,17,20,88.0,Chevrolet
7282,18,22,10.0,Ford
7283,19,17,41.0,Ford
7284,20,27,34.0,Ford
7285,21,25,5.0,Chevrolet
7286,22,26,6.0,Ford
7287,23,16,31.0,Chevrolet
7288,24,21,43.0,Ford
7289,25,15,17.0,Ford
7290,26,29,47.0,Chevrolet
7291,27,18,37.0,Chevrolet
7292,28,23,13.0,Chevrolet
7293,29,31,38.0,Ford
7294,30,30,95.0,Chevrolet
7295,31,32,32.0,Ford
7296,32,34,15.0,Chevrolet
7297,33,24,77.0,Toyota
7298,34,37,33.0,Chevrolet
7299,35,35,72.0,Chevrolet
7300,36,33,23.0,Toyota
7301,37,40,83.0,Toyota
7302,38,36,55.0,Toyota
7303,39,38,66.0,Chevrolet
7304,40,39,51.0,Chevrolet
7306,1,1,18.0,Toyota
7307,2,2,42.0,Chevrolet
7308,3,10,20.0,Toyota
7309,4,13,2.0,Ford
7310,5,5,78.0,Toyota
7311,6,8,77.0,Toyota
7312,7,16,14.0,Ford
7313,8,25,19.0,Toyota
7314,9,4,21.0,Ford
7315,10,39,22.0,Ford
7316,11,14,24.0,Chevrolet
7317,12,3,11.0,Toyota
7318,13,18,31.0,Chevrolet
7319,14,12,48.0,Chevrolet
7320,15,24,17.0,Ford
7321,16,11,1.0,Chevrolet
7322,17,20,47.0,Chevrolet
7323,18,27,10.0,Ford
7324,19,17,3.0,Chevrolet
7325,20,19,27.0,Chevrolet
7326,21,22,37.0,Chevrolet
7327,22,30,13.0,Chevrolet
7328,23,31,95.0,Chevrolet
7329,24,23,6.0,Ford
7330,25,28,34.0,Ford
7331,26,29,43.0,Ford
7332,27,33,23.0,Toyota
7333,28,35,15.0,Chevrolet
7334,29,21,38.0,Ford
7335,30,32,72.0,Chevrolet
7336,31,26,32.0,Ford
7337,32,36,83.0,Toyota
7338,33,34,55.0,Toyota
7339,34,15,88.0,Chevrolet
7340,35,9,5.0,Chevrolet
7341,36,6,4.0,Ford
7342,37,7,41.0,Ford
7343,38,37,33.0,Chevrolet
7344,39,38,51.0,Chevrolet
7346,1,2,18.0,Toyota
7347,2,12,24.0,Chevrolet
7348,3,17,48.0,Chevrolet
7349,4,1,78.0,Toyota
7350,5,3,42.0,Chevrolet
7351,6,19,14.0,Ford
7352,7,7,88.0,Chevrolet
7353,8,5,19.0,Toyota
7354,9,26,1.0,Chevrolet
7355,10,16,2.0,Ford
7356,11,4,20.0,Toyota
7357,12,10,77.0,Toyota
7358,13,8,31.0,Chevrolet
7359,14,21,5.0,Chevrolet
7360,15,18,22.0,Ford
7361,16,23,3.0,Chevrolet
7362,17,9,4.0,Ford
7363,18,24,10.0,Ford
7364,19,15,17.0,Ford
7365,20,13,41.0,Ford
7366,21,28,38.0,Ford
7367,22,29,13.0,Chevrolet
7368,23,11,21.0,Ford
7369,24,20,6.0,Ford
7370,25,14,43.0,Ford
7371,26,25,27.0,Chevrolet
7372,27,30,95.0,Chevrolet
7373,28,27,47.0,Chevrolet
7374,29,31,34.0,Ford
7375,30,22,37.0,Chevrolet
7376,31,40,32.0,Ford
7377,32,33,72.0,Chevrolet
7378,33,34,83.0,Toyota
7379,34,37,23.0,Toyota
7380,35,6,11.0,Toyota
7381,36,36,51.0,Chevrolet
7382,37,38,33.0,Chevrolet
7383,38,32,15.0,Chevrolet
7384,39,39,55.0,Toyota
7385,40,35,66.0,Chevrolet
7387,1,17,78.0,Toyota
7388,2,7,24.0,Chevrolet
7389,3,3,4.0,Ford
7390,4,1,11.0,Toyota
7391,5,18,1.0,Chevrolet
7392,6,14,19.0,Toyota
7393,7,25,48.0,Chevrolet
7394,8,15,21.0,Ford
7395,9,9,5.0,Chevrolet
7396,10,10,42.0,Chevrolet
7397,11,2,20.0,Toyota
7398,12,23,88.0,Chevrolet
7399,13,22,17.0,Ford
7400,14,26,6.0,Ford
7401,15,6,2.0,Ford
7402,16,13,3.0,Chevrolet
7403,17,38,77.0,Toyota
7404,18,21,37.0,Chevrolet
7405,19,20,27.0,Chevrolet
7406,20,19,47.0,Chevrolet
7407,21,27,13.0,Chevrolet
7408,22,8,41.0,Ford
7409,23,29,32.0,Ford
7410,24,24,43.0,Ford
7411,25,30,34.0,Ford
7412,26,28,22.0,Ford
7413,27,5,14.0,Ford
7414,28,39,23.0,Toyota
7415,29,4,18.0,Toyota
7416,30,37,33.0,Chevrolet
7417,31,34,15.0,Chevrolet
7418,32,33,51.0,Chevrolet
7419,33,36,66.0,Chevrolet
7420,34,32,72.0,Chevrolet
7421,35,16,95.0,Chevrolet
7422,36,35,55.0,Toyota
7423,37,31,38.0,Ford
7424,38,12,10.0,Ford
7425,39,40,83.0,Toyota
7426,40,11,31.0,Chevrolet
7428,1,6,2.0,Ford
7429,2,27,31.0,Chevrolet
7430,3,10,6.0,Ford
7431,4,3,22.0,Ford
7432,5,26,43.0,Ford
7433,6,15,11.0,Toyota
7434,7,1,88.0,Chevrolet
7435,8,11,5.0,Chevrolet
7436,9,39,83.0,Toyota
7437,10,33,38.0,Ford
7438,11,25,13.0,Chevrolet
7439,12,20,27.0,Chevrolet
7440,13,12,42.0,Chevrolet
7441,14,19,20.0,Toyota
7442,15,14,19.0,Toyota
7443,16,2,24.0,Chevrolet
7444,17,28,37.0,Chevrolet
7445,18,9,21.0,Ford
7446,19,35,75.0,Chevrolet
7447,20,22,4.0,Ford
7448,21,13,10.0,Ford
7449,22,24,47.0,Chevrolet
7450,23,21,78.0,Toyota
7451,24,8,48.0,Chevrolet
7452,25,4,41.0,Ford
7453,26,5,17.0,Ford
7454,27,16,18.0,Toyota
7455,28,30,34.0,Ford
7456,29,18,3.0,Chevrolet
7457,30,29,95.0,Chevrolet
7458,31,32,32.0,Ford
7459,32,37,23.0,Toyota
7460,33,40,55.0,Toyota
7461,34,38,72.0,Chevrolet
7462,35,7,14.0,Ford
7463,36,23,77.0,Toyota
7464,37,17,1.0,Chevrolet
7465,38,34,33.0,Chevrolet
7466,39,36,15.0,Chevrolet
7467,40,31,7.0,Chevrolet
7469,1,1,78.0,Toyota
7470,2,15,41.0,Ford
7471,3,40,21.0,Ford
7472,4,14,24.0,Chevrolet
7473,5,4,11.0,Toyota
7474,6,20,37.0,Chevrolet
7475,7,19,88.0,Chevrolet
7476,8,2,4.0,Ford
7477,9,25,43.0,Ford
